Street Name,Record Count,Years,Amendment,Notes
King's Parade,59,1933; 1938; 1946; 1950,,
KING's PARADE,18,1927,King's Parade,Auto-casing match
Kings Hill,3,1897; 1905; 1914,,
Kings Parade,70,1876; 1897; 1905; 1914,,
Kingsland Terrace,7,1905; 1933,,
KINGSLAND TERRACE,8,1927,Kingsland Terrace,Auto-casing match
KINGSM,10,1927,,
Kingsmill Gardens,8,1897; 1933,,
KINGSMILL GARDENS. D 5,11,1927,,
Kingsmill Terrace,98,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
KINGSMILL TERRACE,22,1936,Kingsmill Terrace,Auto-casing match
Kingston Road,52,1914; 1933; 1938; 1946; 1950,,
KINGSTON ROAD,6,1927,Kingston Road,Auto-casing match
Kingsway,141,1938; 1946; 1950,,
Kipling Hill,5,1950,,
Kirby Street,98,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
KLEINSTEIN,1,1927,,
Laburnam Cottages,3,1933,,
Lady Hill,3,1933,,
Lamb Close,11,1950,,
Lamb Cottages,1,1886,,
Lambert Street,382,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
Lansdowne Cottages,2,1886,,
Lansdowne Place,2,1886,,
Lawn Terrace,21,1905; 1933; 1938; 1946,,
Lawrence Hill,28,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
Lawson Terrace,2,1886; 1905,,
Leicester Road,188,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LEICESTER ROAD,32,1927,Leicester Road,Auto-casing match
Lennard Street,242,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LENNARD STREET,66,1927,Lennard Street,Auto-casing match
LEWIS,1,1927,,
Lewis Street,977,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LEWIS STREET,103,1927,Lewis Street,Auto-casing match
Lewis Street (Upper),7,1876,,
Libeneth Road,224,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LIBENETH ROAD,175,1927; 1936,Libeneth Road,Auto-casing match
Lilleshall Street,137,1905; 1914; 1933; 1938; 1946; 1950,,
LILLESHALL STREET,58,1927; 1936,Lilleshall Street,Auto-casing match
Lime Crescent,166,1938; 1946; 1950,,
LIME CRESCENT,120,1927; 1936,Lime Crescent,Auto-casing match
Lime Crescent (Formerly Aberthaw Road),55,1933,,
Lime Street,758,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LIME STREET,135,1927; 1936,Lime Street,Auto-casing match
Lincoln Close,5,1950,,
Linden Road,95,1914; 1933; 1938; 1946; 1950,,
LINDEN ROAD,45,1927; 1936,Linden Road,Auto-casing match
Linton Street,57,1905; 1914; 1933; 1938; 1946; 1950,,
LINTON STREET,15,1927; 1936,Linton Street,Auto-casing match
Liscombe Street,283,1905; 1914; 1933; 1938; 1946; 1950,,
LISCOMBE STREET,110,1927; 1936,Liscombe Street,Auto-casing match
Lister Green,16,1950,,
Liverpool Street,78,1905; 1914; 1933; 1938; 1946; 1950,,
LIVERPOOL STREET,46,1927; 1936,Liverpool Street,Auto-casing match
Livingstone Place,350,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LIVINGSTONE PLACE,134,1927; 1936,Livingstone Place,Auto-casing match
Livingstone Street,10,1876,,
LLA,46,1878,,
Llanarth Chambers,1,1933,,
Llanarth Street,261,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LLANARTH STREET,7,1927,Llanarth Street,Auto-casing match
Llandaff Street,19,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LLANDAFF STREET,12,1927; 1936,Llandaff Street,Auto-casing match
Llanthewy Road,598,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LLANTHEWY ROAD,105,1936,Llanthewy Road,Auto-casing match
LLANTHWEY ROAD,18,1927,,
LLANTHWEY ROAD BAPTIST CHURCH,22,1927,,
Llanvair Road,145,1905; 1914; 1933; 1938; 1946; 1950,,
LLANVAIR ROAD,58,1927; 1936,Llanvair Road,Auto-casing match
Llanvair Street,10,1897,,
LLANVAPLEY ROAD,1,1927,,
Llanwern Road,19,1946,,
Llanwern Street,255,1905; 1914; 1933; 1938; 1946; 1950,,
LLANWERN STREET,46,1936,Llanwern Street,Auto-casing match
Llewellin Street,115,1914; 1933; 1938; 1946; 1950,,
LLEWELLIN STREET,24,1936,Llewellin Street,Auto-casing match
Llewellin Terrace,23,1905,,
Lliswerry,94,1897; 1905; 1914,,
Lliswerry Road,648,1914; 1933; 1938; 1946; 1950,,
LLISWERRY ROAD,221,1927; 1936,Lliswerry Road,Auto-casing match
Lloyd Street,205,1905; 1914; 1933; 1938; 1946; 1950,,
LLOYD STREET,29,1936,Lloyd Street,Auto-casing match
Lloyd's Bank Chambers,2,1938; 1946,,
Lloyds Bank Chambers,1,1905,,
Llwynderi Road,52,1914; 1933; 1938; 1946; 1950,,
LLWYNDERI ROAD,24,1927; 1936,Llwynderi Road,Auto-casing match
Locke Street,182,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LOCKE STREET,53,1927; 1936,Locke Street,Auto-casing match
London Street,412,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LONDON STREET,67,1936,London Street,Auto-casing match
London Wharf,1,1933,,
LOR,101,1878,,
Lord Street,88,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LORD STREET,29,1927; 1936,Lord Street,Auto-casing match
Lower George Street,21,1876,,
Lucas Street,245,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LUCAS STREET,111,1927; 1936,Lucas Street,Auto-casing match
Lyndhurst Avenue,149,1938; 1946; 1950,,
LYNDHURST AVENUE,52,1936,Lyndhurst Avenue,Auto-casing match
Lyne Road,321,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
LYNE ROAD,49,1936,Lyne Road,Auto-casing match
M.O. & T..B. & A. &,9,1927,,
Macarthy's Court,9,1886; 1933,,
Macarthys Court,12,1897; 1905; 1914,,
Macauley Gardens,8,1950,,
Maddox Close,2,1938; 1946,,
MADDOX CLOSE,1,1936,Maddox Close,Auto-casing match
Maesglas Avenue,564,1933; 1938; 1946; 1950,,
MAESGLAS AVENUE,143,1936,Maesglas Avenue,Auto-casing match
Maesglas Crescent,745,1933; 1938; 1946; 1950,,
MAESGLAS CRESCENT. F 7,213,1936,,
Maesglas Grove,333,1938; 1946; 1950,,
Maesglas Road,559,1933; 1938; 1946; 1950,,
MAESGLAS ROAD,140,1936,Maesglas Road,Auto-casing match
Maesglas Street,64,1933; 1938; 1946; 1950,,
MAESGLAS STREET,16,1936,Maesglas Street,Auto-casing match
Magor Street,473,1905; 1914; 1933; 1938; 1946; 1950,,
MAGOR STREET,111,1927; 1936,Magor Street,Auto-casing match
Maindee Hall Flats,12,1933,,
MAINDEE HALL FLATS—,120,1927,,
Maindee Lawn Villas,5,1933,,
MAINDEE LAWN VILLAS—,1,1927,,
MAINDEE MUNICIPAL BLDGS,3,1927,,
Maindee Parade,346,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MAINDEE PARADE,63,1927; 1936,Maindee Parade,Auto-casing match
Maindee Place,2,1876,,
MAINDEE SCHOOLS—,16,1927,,
Malpas,24,1876,,
MALPAS  ROAD,212,1936,,
Malpas Road,1997,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MALPAS ROAD,251,1927; 1936,Malpas Road,Auto-casing match
MALVERN ROAD,1,1936,,
Manchester Street,342,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MANCHESTER STREET,51,1936,Manchester Street,Auto-casing match
Manley Road,106,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MANLEY ROAD,16,1936,Manley Road,Auto-casing match
Mansel Street,116,1905; 1933; 1938; 1946; 1950,,
MANSEL STREET,24,1936,Mansel Street,Auto-casing match
Mansell Street,23,1914,,
Maple Avenue,198,1933; 1938; 1946; 1950,,
MAPLE AVENUE,50,1936,Maple Avenue,Auto-casing match
MAR,81,1878,,
Marconi Close,6,1950,,
Margaret Avenue,134,1938; 1946; 1950,,
MARGARET AVENUE,31,1936,Margaret Avenue,Auto-casing match
Marion Street,563,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MARION STREET,83,1936,Marion Street,Auto-casing match
MARKET,218,1927; 1936,,
Market (Provision),534,1914; 1933; 1938; 1946; 1950,,
Market (Provision) Annexe,12,1933,,
Market Annexe,6,1938,,
Market Arcade,51,1914; 1946; 1950,,
MARKET ARCADE,16,1936,Market Arcade,Auto-casing match
Market Street,287,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MARKET STREET,35,1927; 1936,Market Street,Auto-casing match
Marlborough Road,453,1905; 1914; 1933; 1938; 1946; 1950,,
MARLBOROUGH Road,153,1927; 1936,Marlborough Road,Auto-casing match
Marlowe Gardens,4,1950,,
MARSHES HALL,19,1936,,
Marshes Road,46,1876,,
Marshfield Street,303,1914; 1933; 1938; 1946; 1950,,
MARSHFIELD Street,93,1936,Marshfield Street,Auto-casing match
Masefield Vale,52,1950,,
Maughan Close,7,1950,,
May Street,54,1905; 1914; 1933; 1938; 1946; 1950,,
MAY STREET,9,1936,May Street,Auto-casing match
Melfort Road,246,1938; 1946; 1950,,
MELFORT ROAD,24,1936,Melfort Road,Auto-casing match
Mellon Square,16,1897,,
Mellon Street,230,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MELLON STREET,52,1878; 1936,Mellon Street,Auto-casing match
Mellon's Square,1,1886,,
Melton Terrace,14,1905; 1933,,
Mendalgief Road,426,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MENDALGIEF ROAD,199,1927; 1936,Mendalgief Road,Auto-casing match
Mercantile Chambers,1,1933,,
Merchant Street,46,1897; 1905; 1914; 1933; 1938; 1946,,
MERCHANT STREET,17,1878,Merchant Street,Auto-casing match
Merchant Street (Upper),7,1876,,
Merlin Crescent,91,1938; 1946; 1950,,
MERLIN CRESCENT,82,1936,Merlin Crescent,Auto-casing match
Merriott's Place,66,1886; 1933; 1938; 1946; 1950,,
MERRIOTT's PLACE,16,1936,Merriott's Place,Auto-casing match
Merriotts Place,37,1897; 1905; 1914,,
Methuen Road,121,1914; 1933; 1938; 1946; 1950,,
METHUEN ROAD,90,1927; 1936,Methuen Road,Auto-casing match
METHUFN ROAD,39,1927,,
Metropolitan Bank Chambers,3,1905; 1938; 1946,,
Midland Bank Chambers,3,1905; 1938; 1946,,
MIDLAND BANK CHAMBERS,1,1927,Midland Bank Chambers,Auto-casing match
Mile End Terrace,3,1876,,
MILE END TERRACE,1,1927,Mile End Terrace,Auto-casing match
MILL,9,1878,,
Mill Parade,337,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MILL PARADE,146,1878; 1927; 1936,Mill Parade,Auto-casing match
Mill Street,250,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MILL STREET,34,1927; 1936,Mill Street,Auto-casing match
Milman Street,299,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MILMAN STREET,86,1927; 1936,Milman Street,Auto-casing match
Milner Street,196,1905; 1914; 1933; 1938; 1946; 1950,,
MILNER STREET,58,1927; 1936,Milner Street,Auto-casing match
Milton Road,128,1938; 1946; 1950,,
MILTON ROAD,50,1936,Milton Road,Auto-casing match
Moorland Avenue,88,1938; 1946; 1950,,
Morden Road,572,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MORDEN ROAD,34,1927,Morden Road,Auto-casing match
MORELAND AVENUE,28,1936,,
Morgan Street,167,1876; 1886; 1897; 1905; 1933; 1938; 1946; 1950,,
MORGAN STREET,43,1927; 1936,Morgan Street,Auto-casing match
Morris Street,321,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MORRIS STREET,54,1927; 1936,Morris Street,Auto-casing match
Mount Bax,2,1950,,
Mount Pleasant,8,1876,,
MOUNT PLEASANT,8,1878,Mount Pleasant,Auto-casing match
Mountjoy Place,192,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MOUNTJOY PLACE,45,1927; 1936,Mountjoy Place,Auto-casing match
Mountjoy Road,108,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MOUNTJOY ROAD,44,1927; 1936,Mountjoy Road,Auto-casing match
Mountjoy Street,110,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
MOUNTJOY STREET,34,1927; 1936,Mountjoy Street,Auto-casing match
MULLOCK's COURT,23,1878,,
Myrtle Grove,49,1933; 1938; 1946; 1950,,
MYRTLE GROVE,27,1927; 1936,Myrtle Grove,Auto-casing match
Nant Coch Hill,45,1933,,
NANT COCH HILL:—,160,1936,,
Nash Road,645,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
NASH ROAD,267,1927; 1936,Nash Road,Auto-casing match
National Buildings,11,1933,,
National Buildings Flats,7,1933,,
Nelson Street,103,1897; 1905,,
Neptune Lane,3,1876,,
Neston Road,23,1946; 1950,,
NEW,39,1878,,
New Cottages,5,1933,,
NEW COTTAGES,4,1927,New Cottages,Auto-casing match
New Ruperra Street,51,1876; 1897; 1914; 1933; 1938; 1946; 1950,,
NEW RUPERRA Street,9,1936,New Ruperra Street,Auto-casing match
New Street,205,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
NEW STREET,29,1936,New Street,Auto-casing match
NEW TERRITORIAL DRILL,22,1927,,
Newport Arcade,41,1897; 1914; 1946; 1950,,
NEWPORT ARCADE,20,1927; 1936,Newport Arcade,Auto-casing match
Newport Arcades,3,1905; 1938; 1946,,
Newport Corporation Market,115,1905,,
NEWPORT STREET DIRECTORY,2322,1927,,
Newton Way,10,1950,,
Nicholas Cottages,2,1933,,
Norfolk Road,80,1933; 1938; 1946; 1950,,
NORFOLK ROAD,31,1927; 1936,Norfolk Road,Auto-casing match
North Street,479,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
NORTH STREET,70,1936,North Street,Auto-casing match
NORTH STREET MEETING,46,1927,,
Northumberland Road,32,1933; 1938; 1946; 1950,,
NORTHUMBERLAND Road,8,1936,Northumberland Road,Auto-casing match
Norvic Chambers,3,1933,,
Oak Street,159,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
OAK STREET,30,1936,Oak Street,Auto-casing match
Oak Terrace,26,1897; 1905; 1914,,
Oakfield Road,358,1914; 1933; 1938; 1946; 1950,,
OAKFIELD ROAD,152,1936,Oakfield Road,Auto-casing match
Oaklands Road,4,1933; 1938,,
OAKLANDS ROAD,2,1927,Oaklands Road,Auto-casing match
Oakley Street,295,1905; 1914; 1933; 1938; 1946; 1950,,
OAKLEY STREET,120,1936,Oakley Street,Auto-casing match
OAKLEY STREET. E 3,32,1927,,
Oaks Close,21,1938; 1946; 1950,,
OFFICE,32,1927,,
"OFFICE.O.,& S.B.&A.&",5,1927,,
Old Cardiff Road,30,1950,,
Old Green,7,1876,,
Oliver Road,208,1933; 1938; 1946; 1950,,
OLIVER ROAD,53,1936,Oliver Road,Auto-casing match
Ombersley Road,329,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
OMBERSLEY ROAD,53,1936,Ombersley Road,Auto-casing match
OMBERSLEY ROAD. C 6,52,1927,,
Orchard Street,347,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
ORCHARD STREET,77,1927; 1936,Orchard Street,Auto-casing match
ORCHARD STREET. C 3,27,1927,,
Orchard Terrace,10,1933,,
ORIEL ROAD,1,1936,,
ORIEL ROAD. D 3 F 5,1,1927,,
Osborne Place,11,1933,,
OSBORNE PLACE,55,1927,Osborne Place,Auto-casing match
Oswald Road,149,1914; 1933; 1938; 1946; 1950,,
OSWALD ROAD,27,1936,Oswald Road,Auto-casing match
OSWALD ROAD. D 3,25,1927,,
Outer Circle,18,1933,,
Oxford Street,245,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
OXFORD STREET,33,1936,Oxford Street,Auto-casing match
Palm Square,58,1933; 1938; 1946; 1950,,
PALM SQUARE,31,1936,Palm Square,Auto-casing match
Palmyra Place,70,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PALMYRA PLACE,22,1936,Palmyra Place,Auto-casing match
PALMYRA PLACE. D 5,19,1927,,
Pant Road,179,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PANT ROAD,69,1936,Pant Road,Auto-casing match
Parfitt Street,63,1905; 1914; 1933; 1938; 1946; 1950,,
PARFITT STREET,72,1927; 1936,Parfitt Street,Auto-casing match
Park Avenue,526,1933; 1938; 1946; 1950,,
PARK AVENUE,30,1936,Park Avenue,Auto-casing match
Park Close,22,1933; 1938; 1946; 1950,,
Park Crescent,213,1933; 1938; 1946; 1950,,
PARK CRESCENT,34,1936,Park Crescent,Auto-casing match
Park Drive,552,1933; 1938; 1946; 1950,,
Park Place,14,1876,,
Park Square,248,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
Park Street,57,1876; 1886; 1897; 1905,,
Parkfield Place,13,1905; 1914; 1933; 1938; 1946; 1950,,
PARKFIELD PLACE,7,1927; 1936,Parkfield Place,Auto-casing match
Parry Drive,51,1950,,
Pear Tree Cottages,3,1933,,
Pembroke Chambers,4,1905; 1933; 1938; 1946,,
PEMBROKE CHAMBERS—,7,1927,,
Pembroke Terrace,14,1933,,
Pemrose Cottages,3,1886,,
PEN,31,1878,,
Pencraig Flatts,6,1933,,
Penllyn Avenue,228,1905; 1914; 1933; 1938; 1946; 1950,,
PENLLYN AVENUE,86,1927; 1936,Penllyn Avenue,Auto-casing match
Pentonville,175,1876; 1886; 1914; 1933; 1938; 1946; 1950,,
PENTONVILLE,104,1927; 1936,Pentonville,Auto-casing match
PENYLAN MISSION ROOM,31,1927,,
Penylan Park,13,1933; 1946,,
Penylan Road,113,1933; 1938; 1946; 1950,,
PENYLAN ROAD,72,1927; 1936,Penylan Road,Auto-casing match
Penylan Terrace,5,1933,,
PENYLAN TERRACE,29,1927,Penylan Terrace,Auto-casing match
Phillip Street,94,1914; 1933; 1938; 1946; 1950,,
PHILLIP STREET,19,1936,Phillip Street,Auto-casing match
PHILLIP STREET. D 3,19,1927,,
Phillips Street,37,1897; 1905,,
Pill Mawr Road,109,1938; 1950,,
PILL MAWR ROAD,58,1936,Pill Mawr Road,Auto-casing match
PILLGWENLLY WESLEYAN,10,1927,,
Pillgwenlly Wharf,3,1933,,
Pillmawr Road,59,1946,,
Plymouth Street,17,1886,,
Police Flats,10,1933,,
POLICE FLATS—,63,1927,,
Pool Lane,136,1933; 1950,,
Poplar Cottages,3,1933,,
Poplar Road,34,1933; 1938; 1946; 1950,,
POPLAR ROAD,8,1936,Poplar Road,Auto-casing match
Portland Street,362,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PORTLAND STREET,109,1878; 1936,Portland Street,Auto-casing match
PORTLAND STREET. E 4,46,1927,,
PORTSKEWETT ST. E 3,14,1927,,
Portskewett Street,192,1905; 1914; 1933; 1938; 1946; 1950,,
PORTSKEWETT Street,32,1936,Portskewett Street,Auto-casing match
Potter Street,309,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
POTTER STREET,63,1878; 1936,Potter Street,Auto-casing match
POTTER STREET. E 4,26,1927,,
Potter's Parade,26,1886; 1933; 1938; 1946; 1950,,
POTTER's PARADE,4,1878; 1936,Potter's Parade,Auto-casing match
POTTER's PARADE. E 4,3,1927,,
Potters Parade,21,1876; 1897; 1905; 1914,,
Pottery Road,126,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
POTTERY ROAD,20,1936,Pottery Road,Auto-casing match
POTTERY ROAD. C 5,64,1927,,
Pottery Terrace,209,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
POTTERY TERRACE,119,1927; 1936,Pottery Terrace,Auto-casing match
POTTERY TERRACE. E 5,8,1927,,
Powell's Court,3,1933,,
Powell's Place,19,1933; 1938; 1946; 1950,,
POWELL's PLACE,18,1878; 1936,Powell's Place,Auto-casing match
POWELL's PLACE. D 4,5,1927,,
POWELL's STREET. C 4,3,1927,,
Powells Court,6,1905; 1914,,
Powells Place,11,1897; 1905; 1914,,
Power Street,490,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
POWER STREET,73,1936,Power Street,Auto-casing match
POWER STREET. B4,7,1927,,
PRESBYTERIAN CHURCH,37,1927,,
Preston Avenue,422,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PRESTON AVENUE,86,1936,Preston Avenue,Auto-casing match
PRESTON AVENUE. C 6,142,1927,,
Price Street,494,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PRICE STREET,30,1936,Price Street,Auto-casing match
PRICE STREET. E 5,172,1927,,
Priestley Close,7,1950,,
Prince Street,371,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PRINCE STREET,63,1927; 1936,Prince Street,Auto-casing match
Princes Chambers,1,1933,,
Princes Street,14,1886,,
Probert Place,3,1938; 1946; 1950,,
Prospect Place,3,1876,,
PROSPECT PLACE,3,1878,Prospect Place,Auto-casing match
Prospect Street,88,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PROSPECT STREET,14,1936,Prospect Street,Auto-casing match
Protheroes Row,19,1878; 1886; 1897,,
Providence Place,62,1886; 1897; 1905; 1914; 1933,,
PUBLIC PARK,41,1927,,
Pugsley Street,246,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
PUGSLEY STREET,41,1936,Pugsley Street,Auto-casing match
Pump Street,23,1905; 1914; 1933; 1938; 1946; 1950,,
PUMP STREET,8,1936,Pump Street,Auto-casing match
Purcell Square,6,1950,,
Pyne's Court,1,1886,,
Queen Street,107,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
QUEEN STREET,38,1878; 1927; 1936,Queen Street,Auto-casing match
Queen's Buildings,3,1886; 1938; 1946,,
Queen's Chambers,2,1938; 1946,,
Queen's Close,144,1933; 1938; 1946; 1950,,
QUEEN's CLOSE,52,1936,Queen's Close,Auto-casing match
Queen's Croft,97,1933; 1938; 1946; 1950,,
QUEEN's CROFT,24,1936,Queen's Croft,Auto-casing match
Queen's Hill,405,1933; 1938; 1946; 1950,,
QUEEN's HILL,60,1936,Queen's Hill,Auto-casing match
Queen's Hill Crescent,427,1933; 1938; 1946; 1950,,
QUEEN's HILL CRESCENT,106,1936,Queen's Hill Crescent,Auto-casing match
Queen's Hill Terrace's Hill,4,1933,,
Queens Buildings,1,1905,,
Queens Chambers,1,1905,,
Queens Hill,134,1897; 1905; 1914,,
QUEENS' BUILDINGS,18,1878,,
Queensland Terrace,16,1933,,
QUEEN’S CHAMBERS—,5,1927,,
QUEEN’S HILL CRESCENT,10,1927,,
QUIET WOMAN's ROW,1,1878,,
Quiet Womans Row,17,1876; 1897,,
Radnor Road,44,1933; 1938; 1946; 1950,,
RADNOR ROAD,12,1936,Radnor Road,Auto-casing match
Raglan Street,1004,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RAGLAN STREET,226,1878; 1936,Raglan Street,Auto-casing match
Raglan Street (Upper),10,1876,,
Railway Street,243,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RAILWAY STREET,58,1878; 1936,Railway Street,Auto-casing match
RAILWAY STREET. C 5,54,1927,,
Rankine Close,6,1950,,
Red Brook Road,27,1946,,
Redbrook Road,28,1938; 1950,,
Redland Street,697,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
REDLAND STREET,204,1927; 1936,Redland Street,Auto-casing match
Redvers Street,30,1946; 1950,,
Rees Buildings,6,1897,,
Rees' Buildings,5,1886,,
Reform Buildings,53,1876; 1886; 1897; 1905; 1914; 1933,,
REFORM BUILDINGS,10,1878; 1936,Reform Buildings,Auto-casing match
Refuge Chambers,2,1938; 1946,,
Rhymney Wharf,5,1933,,
Richmond Road,358,1905; 1914; 1933; 1938; 1946; 1950,,
RICHMOND ROAD,72,1936,Richmond Road,Auto-casing match
Richmond Terrace,21,1905; 1933,,
Ridgeway,403,1938; 1946; 1950,,
RIDGEWAY,39,1936,Ridgeway,Auto-casing match
Ridgeway Avenue,130,1933; 1938; 1946; 1950,,
RIDGEWAY AVENUE,69,1936,Ridgeway Avenue,Auto-casing match
Ridgeway Close,40,1950,,
Ridgeway Crescent,122,1933; 1938; 1946; 1950,,
RIDGEWAY CRESCENT,45,1936,Ridgeway Crescent,Auto-casing match
Ridgeway Drive,94,1933; 1938; 1950,,
RIDGEWAY DRIVE,62,1936,Ridgeway Drive,Auto-casing match
Ridgeway Grove,54,1938; 1946; 1950,,
RIDGEWAY GROVE,35,1936,Ridgeway Grove,Auto-casing match
Ridgeway Hill,77,1950,,
Ridgeway Park Road,56,1938; 1946; 1950,,
RIDGEWAY PARK ROAD,17,1936,Ridgeway Park Road,Auto-casing match
Ringwood Avenue,65,1946; 1950,,
Risca Road,1248,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RISCA ROAD,982,1927; 1936,Risca Road,Auto-casing match
River Banks,234,1933; 1938; 1946,,
RIVER BANKS,278,1927; 1936,River Banks,Auto-casing match
River Side,58,1897; 1905,,
Riverside,232,1914; 1933; 1938; 1946; 1950,,
RIVERSIDE,59,1936,Riverside,Auto-casing match
ROBBINS LANE,11,1927,,
Robert Street,424,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
ROBERT STREET,70,1927; 1936,Robert Street,Auto-casing match
Rochester Road,147,1914; 1933; 1938; 1946; 1950,,
ROCHESTER ROAD,39,1936,Rochester Road,Auto-casing match
Rock Wharf,4,1933,,
ROCKFIELD PARADE,4,1927,,
ROCKFIELD ROAD,1,1936,,
Rockfield Street,102,1938; 1946; 1950,,
Rodney Boad,40,1938,,
Rodney Parade,114,1886; 1897; 1905; 1914; 1933; 1938; 1946,,
RODNEY PARADE,42,1878; 1936,Rodney Parade,Auto-casing match
Rodney Road,130,1905; 1914; 1933; 1946; 1950,,
RODNEY ROAD,57,1927; 1936,Rodney Road,Auto-casing match
Ronald Boad,60,1938,,
Ronald Road,205,1897; 1905; 1914; 1933; 1946; 1950,,
RONALD ROAD,133,1927; 1936,Ronald Road,Auto-casing match
Rookery (The),14,1905,,
Rose Street,169,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
ROSE STREET,50,1927; 1936,Rose Street,Auto-casing match
Ross Street,265,1905; 1914; 1933; 1938; 1946; 1950,,
ROSS STREET,168,1927; 1936,Ross Street,Auto-casing match
Rosslyn Road,212,1914; 1933; 1938; 1946; 1950,,
ROSSLYN ROAD,142,1927; 1936,Rosslyn Road,Auto-casing match
Rothesay Road,100,1938; 1946; 1950,,
ROTHESAY ROAD,123,1927; 1936,Rothesay Road,Auto-casing match
Rothsay Road,50,1914; 1933,,
Royal Chambers,3,1938,,
Royston Crescent,73,1946; 1950,,
Rudry Street,156,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RUDRY STREET,70,1927; 1936,Rudry Street,Auto-casing match
Rugby Road,307,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RUGBY ROAD,76,1927; 1936,Rugby Road,Auto-casing match
Ruperra Lane,4,1933; 1938,,
RUPERRA LANE,10,1927,Ruperra Lane,Auto-casing match
Ruperra Street,354,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RUPERRA STREET,140,1878; 1927; 1936,Ruperra Street,Auto-casing match
Russell Drive,41,1950,,
Rutherford Hill,14,1950,,
Rutland Place,86,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
RUTLAND PLACE,25,1927; 1936,Rutland Place,Auto-casing match
S. JOHN BAPTIST MISSION,1,1927,,
S. SURREY PLACE,13,1927,,
Scard Street,70,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SCARD STREET,9,1936,Scard Street,Auto-casing match
School Lane,12,1933; 1938; 1946; 1950,,
