Street Name,Record Count,Years,Amendment,Notes
Corn Street,107,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
CORN STREET,24,1878; 1936,Corn Street,Auto-casing match
CORNICK,41,1927,,
Cornwall Road,229,1933; 1938; 1946; 1950,,
CORNWALL ROAD,58,1936,Cornwall Road,Auto-casing match
CORPORATION BATHS,5,1927,,
Corporation Road,2049,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
CORPORATION ROAD,362,1936,Corporation Road,Auto-casing match
CORPORATION ROAD. C 4 77,30,1927,,
Corporation Yard,11,1933,,
CORPORATION YARD—,19,1927,,
Council Chambers,2,1905; 1933,,
COURT-Y-BELLA TERRACE,7,1878,,
COURTBELLA STREET,47,1878,,
Courtney Street,65,1933; 1938; 1946; 1950,,
COURTNEY STREET,18,1936,Courtney Street,Auto-casing match
Courtybella,84,1914; 1933,,
COURTYBELLA,2,1878; 1927,Courtybella,Auto-casing match
Courtybella Street,204,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
COURTYBELLA Street,31,1936,Courtybella Street,Auto-casing match
Courtybella Terrace,313,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
COURTYBELLA Terrace,58,1936,Courtybella Terrace,Auto-casing match
COURTYBELLA Terrace E. 5,32,1927,,
COURTYBELLA. STREET-CONT,19,1927,,
Coutybella Cottages,3,1933,,
Coverack Road,198,1905; 1914; 1933; 1938; 1946; 1950,,
COVERACK ROAD,36,1936,Coverack Road,Auto-casing match
COVERACK ROAD. D 3,28,1927,,
Crawford Street,100,1933; 1938; 1946; 1950,,
CRAWFORD STREET,60,1927; 1936,Crawford Street,Auto-casing match
Crescent Road,293,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
CRESCENT ROAD,48,1936,Crescent Road,Auto-casing match
CRESCENT ROAD. D 2,42,1927,,
Crindau,1,1886,,
CRINDAU,1,1878,Crindau,Auto-casing match
Crindau Road,95,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
CRINDAU ROAD,29,1927; 1936,Crindau Road,Auto-casing match
Cromwell Road,613,1905; 1914; 1933; 1938; 1946; 1950,,
CROMWELL ROAD,233,1927; 1936,Cromwell Road,Auto-casing match
Cross Hands Cottages,1,1933,,
Cross Lane,82,1897; 1905; 1914; 1933; 1938; 1950,,
CROSS LANE,13,1927; 1936,Cross Lane,Auto-casing match
Cross Street,70,1876; 1897,,
CROSS STREET,27,1878,Cross Street,Auto-casing match
Crown Arcade,17,1946,,
Crown Street,183,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
CROWN STREET,50,1927; 1936,Crown Street,Auto-casing match
Croydon Road,23,1914; 1933; 1938; 1946; 1950,,
CROYDON ROAD,10,1927; 1936,Croydon Road,Auto-casing match
CS TURNER STREET,22,1927,,
Cumberland Road,175,1914; 1933; 1938; 1946; 1950,,
CUMBERLAND ROAD,51,1927; 1936,Cumberland Road,Auto-casing match
Curie Close,6,1950,,
Cyril Street,390,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
CYRIL STREET,35,1936,Cyril Street,Auto-casing match
D 3 PANT ROAD. B 4,35,1927,,
D 5 58,28,1927,,
D 5 6,12,1927,,
Dale Road,108,1946; 1950,,
Daniel Street,153,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DANIEL STREET,28,1936,Daniel Street,Auto-casing match
Darwin Drive,52,1950,,
David Street,226,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DAVID STREET,71,1878; 1927; 1936,David Street,Auto-casing match
Davy Close,14,1950,,
DAWLEY STREET,20,1927; 1936,,
Dean Street,345,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DEAN STREET,51,1936,Dean Street,Auto-casing match
Delius Close,23,1950,,
Denbigh Road,166,1933; 1938; 1946; 1950,,
DENBIGH ROAD,76,1936,Denbigh Road,Auto-casing match
Depot Street,39,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DEPOT STREET,52,1878; 1927; 1936,Depot Street,Auto-casing match
Devon Place,357,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DEVON PLACE,97,1927; 1936,Devon Place,Auto-casing match
Devon Place (Gold Tops),18,1876,,
Devonshire Cottages,2,1933,,
Dewsland Park Road,304,1914; 1933; 1938; 1946; 1950,,
DEWSLAND PARK ROAD,195,1927; 1936,Dewsland Park Road,Auto-casing match
Dewsland Road,8,1905,,
Dewston Street,2,1905,,
Dewstow Street,417,1914; 1933; 1938; 1946; 1950,,
DEWSTOW STREET,333,1927; 1936,Dewstow Street,Auto-casing match
Diana Street,56,1905; 1914; 1933; 1938; 1946; 1950,,
DIANA STREET,11,1936,Diana Street,Auto-casing match
Dock (The Old),13,1897,,
Dock (The Town),122,1905; 1933; 1938; 1946,,
Dock (Town),12,1950,,
Dock Cottages,6,1933,,
Dock Parade,176,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DOCK PARADE,52,1878; 1936,Dock Parade,Auto-casing match
Dock Parade (Docks),30,1876,,
Dock Road Chambers,4,1886; 1905; 1938; 1946,,
DOCK ROAD CHAMBERS,45,1936,Dock Road Chambers,Auto-casing match
Dock Street,1883,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DOCK STREET,483,1878; 1936,Dock Street,Auto-casing match
Docks (The),56,1876,,
Dolphin Street,682,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DOLPHIN STREET,177,1878; 1936,Dolphin Street,Auto-casing match
DONNINGTON STREET,1,1936,,
Dorset Place,15,1886; 1933; 1938; 1946,,
DORSET PLACE,1,1936,Dorset Place,Auto-casing match
DORSET ROAD. B 4,6,1927,,
Dos Cottages's Hill,8,1933,,
Dos Road,377,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DOS ROAD,82,1878; 1936,Dos Road,Auto-casing match
DOS ROAD CONTD,2,1878,,
DOS WORKS YARD,1,1936,,
Downing Street,336,1905; 1914; 1933; 1938; 1946; 1950,,
DOWNING STREET,95,1927; 1936,Downing Street,Auto-casing match
DOWNING STREET. F 2,38,1927,,
Drinkwater Gardens,51,1950,,
Duckpool Road,1131,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DUCKPOOL ROAD,316,1927; 1936,Duckpool Road,Auto-casing match
Duckpool Terrace,11,1933,,
Dudley Street,243,1905; 1914; 1933; 1938; 1946; 1950,,
DUDLEY STREET,134,1927; 1936,Dudley Street,Auto-casing match
Duke Street,15,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DUKE STREET,8,1878; 1927; 1936,Duke Street,Auto-casing match
Dumfries Place,86,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DUMFRIES PLACE,33,1878; 1927; 1936,Dumfries Place,Auto-casing match
Durham Lane,2,1938; 1946,,
DURHAM LANE,2,1927; 1936,Durham Lane,Auto-casing match
Durham Road,1408,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
DURHAM ROAD,240,1927; 1936,Durham Road,Auto-casing match
E 2 37,16,1927,,
E 5 47,13,1927,,
East Grove Road,25,1938; 1946; 1950,,
EAST GROVE ROAD,5,1936,East Grove Road,Auto-casing match
East Lock Flats,2,1933,,
East Market Street,58,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EAST MARKET STREET,22,1878; 1936,East Market Street,Auto-casing match
East Side,28,1933,,
East Street,245,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EAST STREET,64,1878; 1936,East Street,Auto-casing match
East Usk Road,275,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EAST USK ROAD,24,1878; 1927,East Usk Road,Auto-casing match
Easton Place,11,1933,,
Ebenezer Terrace,280,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EBENEZER TERRACE,96,1878; 1927; 1936,Ebenezer Terrace,Auto-casing match
Edison Ridge,14,1950,,
Edward Street,64,1886; 1905,,
Edward Vii Avenue,227,1914; 1933; 1938; 1946; 1950,,
Edward Vii Crescent,31,1933; 1938; 1946; 1950,,
EDWARD VII. AVENUE,70,1927; 1936,,
EDWARD VII. CRESCENT,8,1936,,
Edwin Street,141,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EDWIN STREET,42,1927; 1936,Edwin Street,Auto-casing match
Elaine Crescent,69,1938; 1946; 1950,,
ELAINE CRESCENT,1,1936,Elaine Crescent,Auto-casing match
Eldon Chambers,1,1905,,
Elgar Avenue,132,1946; 1950,,
Elgar Circle,81,1946; 1950,,
Elgar Close,27,1950,,
Elysia Street,12,1938; 1946; 1950,,
Emlyn Chambers,3,1905; 1938; 1946,,
EMLYN CHAMBERS,1,1927,Emlyn Chambers,Auto-casing match
Emlyn Street,305,1905; 1914; 1933; 1938; 1946; 1950,,
EMLYN STREET,67,1927; 1936,Emlyn Street,Auto-casing match
Emlyn Terrace,84,1905; 1914; 1933; 1938,,
EMLYN TERRACE,33,1936,Emlyn Terrace,Auto-casing match
ENGLISH BAPTIST CHURCH,1,1927,,
Enville Road,14,1946; 1950,,
Essex Street,32,1905; 1914; 1933; 1938; 1946; 1950,,
ESSEX STREET,5,1936,Essex Street,Auto-casing match
Eton Road,289,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
ETON ROAD,55,1936,Eton Road,Auto-casing match
Evans Street,128,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EVANS STREET,21,1936,Evans Street,Auto-casing match
Eveswell Park,103,1905; 1914; 1933; 1938; 1946,,
EVESWELL PARK,48,1936,Eveswell Park,Auto-casing match
Eveswell Park Road,26,1950,,
Eveswell Street,250,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EVESWELL STREET,35,1936,Eveswell Street,Auto-casing match
EVESWELL STREET. D 3,40,1927,,
Eveswell Terrace,11,1905; 1933; 1938; 1946,,
EVESWELL TERRACE,1,1936,Eveswell Terrace,Auto-casing match
Exchange Chambers,1,1933,,
Exchange Road,1,1933,,
Exeter Road,62,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EXETER ROAD,10,1936,Exeter Road,Auto-casing match
EXETER ROAD. D 3,5,1927,,
Exeter Street,169,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
EXETER STREET,48,1927; 1936,Exeter Street,Auto-casing match
F.A,3,1927,,
Factory Road,35,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FACTORY ROAD,4,1927; 1936,Factory Road,Auto-casing match
Fair Oak Terrace,268,1886; 1897; 1905; 1914; 1933; 1938; 1950,,
FAIR OAK TERRACE,38,1936,Fair Oak Terrace,Auto-casing match
Fairfax Road,176,1914; 1933; 1938; 1946; 1950,,
FAIRFAX ROAD,141,1927; 1936,Fairfax Road,Auto-casing match
Fairfax Street,8,1905,,
Fairoak Avenue,577,1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
Fairoak Terrace,38,1946,,
Fairways,1,1950,,
Faraday,1,1950,,
Farm Cottages,6,1933,,
Faulkner Road,66,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FAULKNER ROAD,21,1927; 1936,Faulkner Road,Auto-casing match
Feering Street,300,1905; 1914; 1933; 1938; 1946,,
FEERING STREET,125,1927; 1936,Feering Street,Auto-casing match
Ferring Street,60,1950,,
Fibbank Crescent,21,1938,,
FICE T. & M. O,69,1927,,
Fields Crescent Road,9,1897,,
Fields Park Avenue,166,1905; 1914; 1933; 1938; 1946; 1950,,
FIELDS PARK AVENUE,37,1936,Fields Park Avenue,Auto-casing match
FIELDS PARK AVENUE. C 6,33,1927,,
Fields Park Crescent,17,1905; 1914; 1933; 1938; 1946; 1950,,
FIELDS PARK Crescent,8,1927; 1936,Fields Park Crescent,Auto-casing match
Fields Park Road,389,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FIELDS PARK ROAD,91,1936,Fields Park Road,Auto-casing match
Fields Road,344,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FIELDS ROAD,124,1936,Fields Road,Auto-casing match
Filey Road,48,1914; 1933; 1938; 1946; 1950,,
FILEY ROAD,20,1936,Filey Road,Auto-casing match
Firbank Avenue,65,1938; 1946; 1950,,
Firbank Crescent,54,1946; 1950,,
Fire Station Cottages,5,1933,,
Fire Station Flats,4,1933,,
Fleming Close,8,1950,,
FOR GOOD SHIRT AND COLLAR DRESSING,21,1927,,
Ford Street,402,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FORD STREET,20,1936,Ford Street,Auto-casing match
Fothergill Place,1,1914,,
Fothergill Street,38,1905; 1914; 1933; 1938; 1946; 1950,,
FOTHERGILL STREET,20,1936,Fothergill Street,Auto-casing match
Fotheringham Place,57,1933; 1938; 1946; 1950,,
FOTHERINGHAM PLACE,54,1936,Fotheringham Place,Auto-casing match
Francis Street,88,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FRANCIS STREET,31,1878; 1936,Francis Street,Auto-casing match
FRANCIS' DYE WORKS,2,1927,,
FRANCIS' DYE WORKS. ESTAB. 1890,349,1927,,
FRANCIS’ DYE WORKS. ESTAB. 1890,56,1927,,
Frank Street,101,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FRANK STREET,30,1936,Frank Street,Auto-casing match
Frederick Street,205,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FREDERICK STREET,103,1878; 1936,Frederick Street,Auto-casing match
Friar's Road,6,1886,,
Friars Chambers,3,1905; 1938; 1946,,
FRIARS CHAMBERS,1,1936,Friars Chambers,Auto-casing match
Friars Crescent,10,1938; 1946; 1950,,
FRIARS CRESCENT,6,1936,Friars Crescent,Auto-casing match
Friars Fields,2,1876,,
Friars Road,175,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FRIARS ROAD,101,1927; 1936,Friars Road,Auto-casing match
Friars Street,73,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
FRIARS STREET,43,1927; 1936,Friars Street,Auto-casing match
FRIARS' FIELDS,2,1878,,
FRIARS' ROAD,10,1878,,
Frobisher Road,67,1938; 1946; 1950,,
Fulford's Cottages,8,1886; 1933; 1938; 1946,,
FULFORD's COTTAGES,2,1936,Fulford's Cottages,Auto-casing match
Fulfords Cottages,1,1905,,
G.W,234,1927,,
G.W.R. INSTITUTE,7,1927,,
Gaer Fach,15,1933; 1938; 1946,,
Gaer Park Avenue,392,1933; 1938; 1946; 1950,,
GAER PARK AVENUE,98,1936,Gaer Park Avenue,Auto-casing match
Gaer Park Crescent,25,1933,,
GAER PARK CRESCENT,27,1936,Gaer Park Crescent,Auto-casing match
Gaer Park Drive,531,1933; 1938; 1946; 1950,,
GAER PARK DRIVE,135,1936,Gaer Park Drive,Auto-casing match
Gaer Park Hill,69,1933; 1938; 1946; 1950,,
GAER PARK HILL,13,1936,Gaer Park Hill,Auto-casing match
Gaer Park Lane,110,1933; 1938; 1946; 1950,,
GAER PARK LANE,29,1936,Gaer Park Lane,Auto-casing match
Gaer Park Parade,35,1933; 1938; 1946; 1950,,
GAER PARK PARADE,11,1936,Gaer Park Parade,Auto-casing match
Gaer Park Road,342,1933; 1938; 1946; 1950,,
GAER PARK ROAD,62,1936,Gaer Park Road,Auto-casing match
Gaer Road,57,1933; 1938; 1946; 1950,,
Gaer Street,85,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GAER STREET,13,1927,Gaer Street,Auto-casing match
Garden Lane,2,1897,,
Garth Terrace,7,1933,,
Gaskell Street,168,1905; 1914; 1933; 1938; 1946; 1950,,
GASKELL STREET,30,1927,Gaskell Street,Auto-casing match
George Street,569,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GEORGE STREET,134,1878; 1927,George Street,Auto-casing match
George Street (Lower),21,1876,,
George's Buildings,12,1886,,
Gibbs Road,417,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GIBBS ROAD,188,1927; 1936,Gibbs Road,Auto-casing match
Glallwch Lane,45,1950,,
Glasllwch Crescent,121,1933; 1950,,
Glasllwch Lane,118,1933; 1938; 1946,,
GLASLLWCH LANE,61,1927; 1936,Glasllwch Lane,Auto-casing match
Glass Works Cottages,157,1897; 1905; 1914; 1933; 1946; 1950,,
GLASS WORKS COTTAGES,52,1927; 1936,Glass Works Cottages,Auto-casing match
Glassworks Cottages,26,1938,,
Glebe Street,345,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GLEBE STREET,83,1927; 1936,Glebe Street,Auto-casing match
Glo'Ster Place,8,1886,,
GLO'STER PLACE,10,1936,Glo'Ster Place,Auto-casing match
Glo'Ster Street,23,1886; 1946,,
GLO'STER STREET,9,1936,Glo'Ster Street,Auto-casing match
Globe Cottages,2,1886,,
GLOBE COTTAGES,19,1878,Globe Cottages,Auto-casing match
Glos'Terrace Place,10,1946,,
Gloster Place,41,1905; 1933; 1938; 1950,,
Gloster Street,35,1905; 1933; 1938; 1950,,
Gloucester Chambers,3,1905; 1938; 1946,,
GLOUCESTER CHAMBERS,1,1927,Gloucester Chambers,Auto-casing match
GLOUCESTER CHAMBERS—,10,1927,,
Gloucester Place,20,1897; 1914,,
Gloucester Street,21,1897; 1914,,
GLO’STER PLACE,11,1927,,
GLO’STER STREET,10,1927,,
Godfrey Road,230,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GODFREY ROAD,58,1927; 1936,Godfrey Road,Auto-casing match
Gold Tops,232,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GOLD TOPS,61,1878; 1936,Gold Tops,Auto-casing match
GOLD TOPS—CONTINUED,161,1878,,
Goldsmith Close,4,1950,,
Goodrich Crescent,549,1905; 1914; 1933; 1938; 1946; 1950,,
GOODRICH CRESCENT,96,1936,Goodrich Crescent,Auto-casing match
Gordon Street,445,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GORDON STREET,61,1936,Gordon Street,Auto-casing match
Gore Street,121,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GORE STREET,21,1936,Gore Street,Auto-casing match
Gothic Villas,1,1933,,
GOTHIC VILLAS—,53,1927,,
Grafton Road,189,1905; 1914; 1933; 1938; 1946; 1950,,
GRAFTON ROAD,64,1927; 1936,Grafton Road,Auto-casing match
Graham Street,438,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GRAHAM STREET,119,1927; 1936,Graham Street,Auto-casing match
Graig Park Avenue,150,1938; 1946; 1950,,
GRAIG PARK AVENUE,50,1936,Graig Park Avenue,Auto-casing match
Graig Park Circle,251,1938; 1946; 1950,,
GRAIG PARK CIRCLE,86,1936,Graig Park Circle,Auto-casing match
Graig Park Hill,100,1938; 1946; 1950,,
GRAIG PARK HILL,34,1936,Graig Park Hill,Auto-casing match
Graig Park Lane,94,1938; 1946; 1950,,
GRAIG PARK LANE,32,1936,Graig Park Lane,Auto-casing match
Graig Park Parade,70,1938; 1946; 1950,,
GRAIG PARK PARADE,24,1936,Graig Park Parade,Auto-casing match
Graig Park Road,136,1938; 1946; 1950,,
GRAIG PARK ROAD,44,1936,Graig Park Road,Auto-casing match
Graig Park Villas,92,1938; 1946; 1950,,
GRAIG PARK VILLAS,30,1936,Graig Park Villas,Auto-casing match
Granville Square,181,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GRANVILLE SQUARE,48,1927; 1936,Granville Square,Auto-casing match
Granville Street,213,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GRANVILLE STREET,61,1927; 1936,Granville Street,Auto-casing match
Greenfield Hill,1,1886,,
Greenmeadow Avenue,105,1933; 1938; 1946; 1950,,
GREENMEADOW AVENUE,29,1936,Greenmeadow Avenue,Auto-casing match
Greenmeadow Road,77,1933; 1938; 1946; 1950,,
GREENMEADOW ROAD,27,1927; 1936,Greenmeadow Road,Auto-casing match
Grenville Square,24,1886,,
Grenville Street,55,1876; 1886,,
GRIFFIN,16,1927,,
GRIFFIN CHAMBERS—,4,1927,,
Griffin Street,88,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
GRIFFIN STREET,154,1927; 1936,Griffin Street,Auto-casing match
Griffiths Street,2,1905; 1938,,
Groves Road,52,1946; 1950,,
GUARDIANS’ OFFICES,54,1927,,
GYMNASIUM,5,1927,,
H.C,55,1927,,
Haisbro Avenue,90,1933; 1938; 1946; 1950,,
HAISBRO AVENUE,42,1936,Haisbro Avenue,Auto-casing match
Haldane Place,18,1950,,
Halstead Street,445,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HALSTEAD STREET,208,1927; 1936,Halstead Street,Auto-casing match
Hamilton Street,245,1914; 1933; 1938; 1946; 1950,,
HAMILTON STREET,51,1936,Hamilton Street,Auto-casing match
Hampden Road,245,1933; 1938; 1946; 1950,,
HAMPDEN ROAD,63,1936,Hampden Road,Auto-casing match
Handsworth Street,34,1905; 1914; 1933; 1938; 1946; 1950,,
HANDSWORTH STREET,7,1936,Handsworth Street,Auto-casing match
Hardy Close,11,1950,,
Harrhy Street,24,1905; 1914; 1938; 1946,,
HARRHY STREET,17,1936,Harrhy Street,Auto-casing match
Harrow Road,309,1905; 1914; 1933; 1938; 1946; 1950,,
HARROW ROAD,153,1927; 1936,Harrow Road,Auto-casing match
Harvey Close,1,1950,,
Hathaway Street,36,1946; 1950,,
Havelock Street,46,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HAVELOCK STREET,6,1936,Havelock Street,Auto-casing match
Hawarden Road,163,1933; 1938; 1946; 1950,,
HAWARDEN ROAD,40,1936,Hawarden Road,Auto-casing match
Hawthorn Avenue,241,1933; 1938; 1946; 1950,,
HAWTHORN AVENUE,60,1936,Hawthorn Avenue,Auto-casing match
Hawthorn Fosse,50,1933; 1938; 1946; 1950,,
HAWTHORN FOSSE,24,1927; 1936,Hawthorn Fosse,Auto-casing match
Hawthorn Square,50,1933; 1938; 1946; 1950,,
HAWTHORN SQUARE,18,1927; 1936,Hawthorn Square,Auto-casing match
Hawthorne Avenue,6,1914,,
Hazlitt Close,8,1950,,
Heather Road,208,1933; 1938; 1946; 1950,,
HEATHER ROAD,180,1927; 1936,Heather Road,Auto-casing match
Henry Street,772,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HENRY STREET,51,1927,Henry Street,Auto-casing match
Henry Wood Close,30,1950,,
Henson Street,156,1914; 1933; 1938; 1946; 1950,,
HENSON STREET,67,1927; 1936,Henson Street,Auto-casing match
Herbert Road,3,1950,,
Herbert Street,251,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HERBERT STREET,56,1927; 1936,Herbert Street,Auto-casing match
Hereford Place,11,1886; 1905; 1938; 1946,,
HEREFORD PLACE,13,1878; 1936,Hereford Place,Auto-casing match
Hereford Street,361,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HEREFORD STREET,57,1936,Hereford Street,Auto-casing match
Hertford Place,55,1933; 1938; 1946; 1950,,
HERTFORD PLACE,25,1936,Hertford Place,Auto-casing match
HEWERTON STREET,59,1927,,
Hewertson Street,583,1905; 1914; 1933; 1938; 1946; 1950,,
HEWERTSON STREET,96,1936,Hewertson Street,Auto-casing match
High Street,1068,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HIGH STREET,249,1878; 1927; 1936,High Street,Auto-casing match
HIGH STREET-CONTINUED,6,1878,,
Highbury Chambers,10,1905; 1933; 1938; 1946,,
HIGHBURY CHAMBERS,19,1927,Highbury Chambers,Auto-casing match
Highcroft Road,53,1933; 1938; 1946; 1950,,
HIGHCROFT ROAD,20,1936,Highcroft Road,Auto-casing match
Highcross Drive,30,1946; 1950,,
Highcross Lane,93,1946; 1950,,
Highfield Road,51,1938; 1946; 1950,,
Highweek Terrace,9,1933,,
HIGHWEEK TERRACE,10,1927,Highweek Terrace,Auto-casing match
Hill Street,301,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HILL STREET,88,1878; 1936,Hill Street,Auto-casing match
Homfray Street,4,1897,,
Hopefield,134,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HOPEFIELD,24,1878; 1936,Hopefield,Auto-casing match
Hoskins Street,522,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
HOSKINS STREET C 4,65,1936,,
HOUSE,2,1927,,
Hove Avenue,40,1946; 1950,,
HOWE STREET,30,1927,,
Hubert Road,191,1914; 1933; 1938; 1946; 1950,,
HUBERT ROAD,47,1936,Hubert Road,Auto-casing match
Huxley Green,12,1950,,
Ifton Street,130,1905; 1914; 1933; 1946; 1950,,
IFTON STREET,59,1927; 1936,Ifton Street,Auto-casing match
Imperial Chambers,4,1933; 1938; 1946,,
INKERMAN STREET,6,1878,,
Inner Circle,7,1933,,
INNER CIRCLE—,14,1927,,
Isca Terrace,2,1876,,
Island Site,10,1933,,
Ivor Street,73,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
IVOR STREET,15,1878; 1927,Ivor Street,Auto-casing match
IVY ROAD,23,1927; 1936,,
Jackson Place,109,1914; 1933; 1938; 1946; 1950,,
JACKSON PLACE,71,1927; 1936,Jackson Place,Auto-casing match
James Street,183,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
JAMES STREET,39,1878; 1927,James Street,Auto-casing match
Jane Austin Close,10,1950,,
Jayne's Buildings,46,1886; 1933; 1938; 1946; 1950,,
JAYNE's BUILDINGS,18,1878; 1936,Jayne's Buildings,Auto-casing match
Jaynes Buildings,16,1905; 1914,,
Jeddo Street,826,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
JEDDO STREET,127,1878; 1936,Jeddo Street,Auto-casing match
Jeffrey Street,191,1905; 1914; 1933; 1938; 1946; 1950,,
JEFFREY STREET,718,1936,Jeffrey Street,Auto-casing match
Jenkins Street,256,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
JENKINS STREET,34,1927,Jenkins Street,Auto-casing match
John Street,13,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
JOHN STREET,2,1927,John Street,Auto-casing match
Jones Street,641,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
JONES STREET,15,1927,Jones Street,Auto-casing match
Jones's Cottages,2,1933,,
Junction Road,91,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
JUNCTION ROAD,12,1927,Junction Road,Auto-casing match
Junction Street,8,1876,,
Kear Street,6,1886; 1950,,
Keene Street,93,1905; 1914; 1933; 1938; 1946; 1950,,
KEENE STREET,17,1927,Keene Street,Auto-casing match
Kelvedon Street,52,1905; 1914; 1933; 1938; 1946; 1950,,
KELVEDON STREET,9,1927,Kelvedon Street,Auto-casing match
Kelvin Chambers,1,1933,,
KELVIN CHAMBERS—,5,1927,,
Kelvin Close,14,1950,,
Kenilworth Road,157,1905; 1914; 1933; 1938; 1946; 1950,,
KENILWORTH ROAD. E 2,33,1927,,
Kensington Grove,62,1905; 1914; 1933; 1938; 1946; 1950,,
KENSINGTON GROVE. D 3,12,1927,,
Kensington Place,322,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
KENSINGTON PLACE. D 3,34,1927,,
Keynsham Avenue,169,1933; 1938; 1946; 1950,,
KEYNSHAM AVENUE,43,1936,Keynsham Avenue,Auto-casing match
KEYNSHAM AVENUE. D 5,6,1927,,
Keyse's Building's,2,1886,,
Kimberley Terrace,20,1933,,
KIMBERLEY TERRACE,119,1927,Kimberley Terrace,Auto-casing match
KIN,194,1878,,
KINDLY SERVICE THE KEYNOTE OF THIS ESTABLISHMENT,4,1927,,
King Street,95,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
KING STREET,6,1927,King Street,Auto-casing match
King's Chambers,2,1938; 1946,,
King's Hill,2,1933,KING's HILL,Auto-casing match
KING's HILL,3,1936,,
King's Hill (Now Bishopstow),3,1938,,
