Street Name	Record Count	Years	Amendment	Notes
Dean Street	464	1887; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Delius Close	37	1950; 1971		
Denbigh Road	285	1933; 1936; 1938; 1946; 1950; 1971		
Dents Close	9	1971	Dents Close	
Dents Hill	10	1971	Dents Hill	
Depot Street	69	1878; 1886; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Derby Grove	51	1971	Derby Grove	
Devon Place	595	1876; 1886; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Devon Place (gold Tops)	34	1878	Devon Place	
Devon Road	69	1887		
Devonshire Cottages	2	1933		
Dewsland Park	81	1971		
Dewsland Park Road	498	1914; 1927; 1933; 1936; 1938; 1946; 1950		
Dewsland Road	8	1905		
Dewston Street	2	1905		
Dewstow Street	823	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Diana Street	67	1905; 1914; 1933; 1936; 1938; 1946; 1950		
Dibdin Close	64	1971		
Dickens Drive	299	1971	Dickens Drive	
Dock (The Old)	13	1897		
Dock (Town)	134	1905; 1933; 1938; 1946; 1950		
Dock Cottages	6	1933		
Dock Parade	297	1876; 1878; 1886; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Dock Road	163	1893; 1894; 1899; 1936		
Dock Road Chambers	4	1886; 1905; 1938; 1946		
Dock Street	3007	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Docks (The)	56	1876		
Dolphin Street	905	1876; 1878; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Don Close	69	1971	Don Close	
DON's	50	1971		Investigate
Donnington Street	1	1936	Donnington Street	
Dorset Close	10	1971	Dorset Close	
Dorset Crescent	44	1971	Dorset Crescent	
Dorset Place	20	1886; 1893; 1894; 1899; 1933; 1936; 1938; 1946		
Dorset Road	6	1927	Dorset Road	
Dos Cottages's Hill	8	1933		
Dos Road	680	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Dos Road Contd	2	1878		
Dos Works Yard	1	1936	Dos Works Yard	
Dowland Close	19	1971	Dowland Close	
Downing Street	628	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Drake Close	44	1971	Drake Close	
Drinkwater Gardens	328	1950; 1971		
Drive	63	1971		Investigate
Duckpool Road	1490	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Duckpool Terrace	33	1893; 1894; 1933		
Dudley	330	1971	Dudley Street	Investigate
Dudley Street	376	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Duke Street	23	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Dumfries Place	140	1876; 1878; 1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Durham Lane	4	1927; 1936; 1938; 1946		
Durham Road	1816	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
East Grove Road	52	1936; 1938; 1946; 1950; 1971		
East Lock Flats	2	1933		
East Market Street	198	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
East Side	28	1933		
East Street	334	1876; 1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
East Usk Road	465	1878; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Eastmoor Road	51	1971	Eastmoor Road	
Easton Place	41	1890; 1893; 1894; 1933		
Ebenezer Terrace	505	1876; 1878; 1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Edison Ridge	57	1950; 1971		
Edward German Crescent	34	1971		
Edward Street	64	1886; 1905		
Edward VII Avenue	294	1914; 1933; 1938; 1946; 1950; 1971		
Edward VII Crescent	41	1933; 1938; 1946; 1950; 1971		
Edward VII. Avenue	81	1927; 1936		
Edward VII. Crescent	8	1936	Edward VII Crescent	
Edwin Street	324	1890; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Elaine Crescent	108	1936; 1938; 1946; 1950; 1971		
Elan Close	38	1971	Elan Close	
Eldon Chambers	1	1905		
Elgar Avenue	192	1946; 1950; 1971		
Elgar Circle	133	1946; 1950; 1971		
Elgar Close	52	1950; 1971		
Elm Grove	22	1971		
Elysia Street	12	1938; 1946; 1950		
Elysta Street	8	1971	Elysta Street	
Emlyn Chambers	3	1905; 1938; 1946		
Emlyn Square	3	1971		
Emlyn Street	497	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Emlyn Terrace	119	1899; 1905; 1914; 1933; 1936; 1938		
Emlyn Walk	5	1971	Emlyn Walk	
English Baptist Church	3	1927	English Baptist Church	
Enville Close	8	1971	Enville Close	
Enville Road	56	1946; 1950; 1971		
Eric Coates Close	2	1971		
Eric Coates Walk	17	1971	Eric Coates Walk	
Eschol Close	43	1971	Eschol Close	
Essex Street	43	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Eton Road	396	1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Evans Street	221	1890; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Eveswell Park	151	1905; 1914; 1933; 1936; 1938; 1946		
Eveswell Park Road	26	1950		
Eveswell Street	409	1886; 1890; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Eveswell Terrace	24	1893; 1894; 1905; 1933; 1936; 1938; 1946		
Exchange Chambers	1	1933		
Exchange Road	1	1933		
Exeter Road	112	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Exeter Street	278	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Factory Road	102	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fair Oak Lane	3	1971	Fair Oak Lane	
Fair Oak Terrace	393	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971	Fair Oak Terrace	
Fairfax Road	361	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fairfax Street	8	1905		
Fairoak Avenue	633	1886; 1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fairways	1	1950		
Faraday	1	1950		
Farm Cottages	6	1933		
Farnaby Close	24	1971	Farnaby Close	
Faulkner Road	313	1890; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Feering Street	568	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fern Rise	247	1971	Fern Rise	
Fibbank Crescent	21	1938		
Fice T. &	69	1927		Investigate
Fields Crescent Road	12	1897; 1899		
Fields Park Avenue	236	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Fields Park Crescent	25	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Fields Park Road	496	1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Fields Road	582	1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Filey Road	82	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Firbank Avenue	106	1938; 1946; 1950; 1971		
Firbank Crescent	82	1946; 1950; 1971		
Fire Station	1	1971		
Fire Station Cottages	5	1933		
Fire Station Flats	4	1933		
Fisher Close	37	1971		
Fleming Close	18	1950; 1971		
Flint Close	9	1971		
Ford Street	432	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Forest Close	18	1971		
Fosse Road	34	1971	Fosse Road	
Fothergill Place	1	1914		
Fothergill Street	73	1893; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Fotheringham Place	111	1933; 1936; 1938; 1946; 1950		
Francis Street	168	1876; 1878; 1886; 1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Francis' Dye Works	2	1927		Fair Oak Terrace
Francis' Dye Works. Estab. 1890	346	1927		Fair Oak Terrace
Francis’ Dye Works. Estab. 1890	54	1927		Fair Oak Terrace
Frank Street	224	1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Frederick Street	340	1878; 1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FRIAR's FIELDS	101	1887	Friars' Fields	
Friar's Road	9	1886; 1893		
Friars	27	1893		
Friars Chambers	3	1905; 1938; 1946		
Friars Crescent	75	1936; 1938; 1946; 1950; 1971		
Friars Fields	2	1876		
Friars Road	328	1876; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Friars Street	277	1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Friars' Fields	2	1878		
Friars' Road	10	1878		
Frobisher Road	67	1938; 1946; 1950		
Froherbier Road	27	1971		
Frome Walk	129	1971	Frome Walk	
FULFORD's	25	1890		
Fulford's Cottages	8	1886; 1933; 1938; 1946		
Fulfords Cottages	1	1905		
G.W.R. Institute	156	1927		Investigate
Gaer Fach	29	1933; 1936; 1938; 1946		
Gaer Park Avenue	521	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Crescent	52	1933; 1936		
Gaer Park Drive	804	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Hill	120	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Lane	200	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Parade	59	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Road	503	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Road	128	1933; 1938; 1946; 1950; 1971		
Gaer Street	126	1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Gainsborough Drive	98	1971	Gainsborough Drive	
Garden Lane	8	1894; 1897; 1899		
Garth Terrace	70	1890; 1894; 1899; 1933		
Gaskell Street	253	1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
George Street	1111	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
George Street (Lower)	21	1876		
George's Buildings	12	1886		
GIBB's ROAD	39	1971	Gibb's Road	
Gibbs Road	658	1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Gilbert Close	34	1971	Gilbert Close	
GLANMOR Crescent	332	1971	Glanmor Crescent	
Glasllwch Crescent	147	1933; 1936; 1950		
Glasllwch Lane	303	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Glassworks Cottages	183	1897; 1905; 1914; 1933; 1938; 1946; 1950		
Glebe Street	513	1886; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Glo'ster Place	18	1886; 1936		
Glo'Ster Place (b T)	8	1878		
Glo'ster Street	44	1886; 1894; 1936; 1946		
Glo'Ster Street (b T)	11	1878		
Globe Cottages	2	1886		
Glos'Terrace Place	10	1946		Investigate
Gloster Place	41	1905; 1933; 1938; 1950		
Gloster Street	75	1905; 1933; 1938; 1950; 1971		
Gloucester Chambers	3	1905; 1938; 1946		
Gloucester Place	20	1897; 1914		
Gloucester Street	21	1897; 1914		
Glo’ster Place	11	1927		
Glo’ster Street	10	1927		
Godfrey Road	536	1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Gold Tops	293	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Gold Tops—continued	19	1878	Gold Tops	
Goldsmith Close	4	1950		
Goodrich Crescent	678	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Goodrich Street	68	1899		
Goossens Close	43	1971		
Gordon Street	568	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Gore Street	235	1890; 1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Gothic Villas	1	1933		
Goya Close	13	1971	Goya CLose	
Grafton Joinery	5	1971	Grafton Joinery	Investigate
Grafton Road	278	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Graham Bell Close	20	1971	Graham Bell Close	
Graham Street	790	1876; 1886; 1890; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Graham Street (from 9 St Woollos Road)	76	1878	Graham Street	
Graig Park Av	53	1971		
Graig Park Avenue	200	1936; 1938; 1946; 1950		
Graig Park Circle	418	1936; 1938; 1946; 1950; 1971		
Graig Park Hill	172	1936; 1938; 1946; 1950; 1971		
Graig Park Lane	305	1936; 1938; 1946; 1950; 1971		
Graig Park Parade	147	1936; 1938; 1946; 1950; 1971		
Graig Park Road	255	1936; 1938; 1946; 1950; 1971		
Graig Park Villas	92	1938; 1946; 1950		
Graig Wood Close	128	1971	Graig Wood Close	
Granville Lane	17	1971	Granville Lane	
Granville Square	310	1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Granville Street	384	1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Greene Close	139	1971	Greene Close	
Greenfield Hill	1	1886		
Greenmeadow Avenue	134	1933; 1936; 1938; 1946; 1950		
Greenmeadow Road	103	1927; 1933; 1936; 1938; 1946; 1950		
Grenville Square	24	1886		
Grenville Square (from 6 Lower George Street)	66	1878	Grenville Square	
Grenville Street	55	1876; 1886		
Griffin	16	1927		
Griffin Street	255	1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Griffiths Street	3	1899; 1905; 1938		
Grove	1	1899		
Groves Road	52	1946; 1950		
Guardians’ Offices	52	1927		
Gymnasium	6	1927	Gymnasium	Investigate
Haisbro Avenue	206	1933; 1936; 1938; 1946; 1950; 1971		
Haldane Place	38	1950; 1971		
Halle Close	14	1971	Halle Close	
Halstead Street	735	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hamilton Street	318	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hampden Road	346	1933; 1936; 1938; 1946; 1950; 1971		
Hampshire Av	27	1971		
Hampshire Close	8	1971	Hampshire Close	
HAMPSHIRE Crescent	40	1971	Hampshire Crescent	
Hampton Place	95	1890; 1893; 1894		
Hampton Street	67	1899		
Handel Close	53	1971	Handel Close	
Handsworth Street	53	1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Harding Avenue	21	1971		
Hardy Close	30	1950; 1971		
Hargreaves Drive	39	1971		
Harrhy Street	48	1899; 1905; 1914; 1936; 1938; 1946; 1971		
Harrogate Road	22	1971		
Harrow Road	554	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Harvey Close	4	1950; 1971		
Hathaway Street	42	1946; 1950; 1971		
Havelock Street	66	1876; 1886; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hawarden Road	216	1933; 1936; 1938; 1946; 1950; 1971		
Hawkes Close	5	1971	Hawkes Close	
HAWKINS Crescent	14	1971	Hawkins Crescent	
Hawthorn Avenue	301	1933; 1936; 1938; 1946; 1950		
Hawthorn Fosse	97	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hawthorn Square	162	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hawthorne Av	466	1971		
Hawthorne Avenue	6	1914		
Hazlitt Close	8	1950		
Heather Road	388	1927; 1933; 1936; 1938; 1946; 1950		
Henry Street	1181	1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Henry Wood Close	62	1950; 1971		
Henson Street	305	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Herbert Road	13	1950; 1971		
Herbert Street	484	1876; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
here is Dock street	16	1893		
here is the Arcade	158	1893		
Hereford Place	117	1878; 1886; 1893; 1899; 1905; 1936; 1938; 1946		
Hereford Street	499	1890; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hertford Place	111	1933; 1936; 1938; 1946; 1950; 1971		
Hewerton Street	96	1927		
Hewertson Street	815	1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
High Street	1597	1876; 1878; 1890; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
High Street-continued	6	1878	High Street	
Highbury Chambers	10	1905; 1933; 1938; 1946		
Highbury Chmbers	53	1971		
Highcroft Road	73	1933; 1936; 1938; 1946; 1950		
Highcross Drive	62	1946; 1950; 1971		
Highcross Lane	93	1946; 1950		
Highfeld Road	5	1971		
Highfield Road	51	1938; 1946; 1950		
Highncroft Road	5	1971		
Highsross Lane	5	1971		
Highweek Terrace	61	1890; 1893; 1894; 1899; 1927; 1933		
Hill Dr. Eschol	30	1893		
Hill George	12	1899		Investigate
Hill Street	541	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hill Thos	27	1893		Investigate
Hill William	12	1899		
Hillminster Terrace	5	1890		
HILLVIEW Crescent	101	1971	Hillview Crescent	
Hobart Close	13	1971	Hobart Close	
Hogarth Close	23	1971	Hogarth Close	
Hollybush Av	46	1971		
Hollybush Close	24	1971	Hollybush Close	
Holst Close	27	1971	Holst Close	
Homfray Avenue	15	1894		
Homfray Street	4	1897		
Hoobein Road	9	1971		
Hood Road	37	1971	Hood Road	
Hopefield	173	1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hopkins Walk	11	1971	Hopkins Walk	
Horrocks Close	24	1971	Horrocks Close	
Hoskins Street	869	1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
House	18	1927		Investigate
Hove Avenue	221	1946; 1950; 1971		
Howard Close	34	1971	Howard Close	
Howe Circle	32	1971	Howe Circle	
Howe Street	30	1927	Howe Street	
Hubert Road	282	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Humber Close	27	1971	Humber Close	
Humber Road	53	1971	Humber Road	
Huxley Green	27	1950; 1971		
Ifton Street	217	1905; 1914; 1927; 1933; 1936; 1946; 1950; 1971		
Imperial Chambers	4	1933; 1938; 1946		
Inkerman Street	6	1878		
Inner Circle	21	1927; 1933		
Isca Terrace	2	1876		
Island Site	10	1933		
Itchen Close	20	1971	Itchen Close	
Itchen Road	6	1971	Itchen Road	
Ivor Street	246	1876; 1878; 1893; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Ivy Road	24	1927; 1936; 1971		
Jackson Place	216	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
James Street	256	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jane Austen Close	12	1971	Jane Austen Close	
Jane Austin Close	10	1950		
Japonica Close	23	1971	Japonica Close	
JAYNE's BLDGS	26	1971	Jayne's Buildings	
Jayne's Buildings	62	1886; 1905; 1914; 1933; 1938; 1946; 1950		
Jeddo Street	1119	1878; 1886; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jeffrey Street	960	1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jellicoe Close	24	1971	Jellicoe Close	
Jenkins	8	1971		Investigate
Jenkins Street	345	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jervis Walk	14	1971	Jervis Walk	
Jewell Lane	4	1971	Jewell Lane	
Jewellers	12	1971		Investigate
John Bull Close	21	1971	John Bull Close	
John Field Walk	10	1971	John Field Walk	
John Frost Square	13	1971	John Frost Square	
John Ireland Close	94	1971		
John Street	157	1886; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jones Street	772	1876; 1886; 1893; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jones's Cottages	2	1933		
Joyce Close	57	1971	Joyce Close	
Jubilee Terrace	135	1890; 1893; 1894		
Junction Road	122	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Junction Street	8	1876		
Kear Street	35	1886; 1893; 1894; 1950; 1971		
Keats Close	6	1971	Keats Close	
Keene Street	131	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kelly Road	15	1971	Kelly Road	
Kelvedon Street	72	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kelvin Chambers	1	1933		
Kelvin Close	14	1950		
Kenilworth Road	217	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Grove	91	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Place	420	1876; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Street	13	1894		
Kensington Terrace	153	1890		
Keynsham Avenue	264	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Keyse's buildings	2	1886		
Kimberley Terrace	137	1927; 1933		
King Street	164	1886; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
King's Chambers	2	1938; 1946		
King's Hill	6	1894; 1936		
King's Parade	95	1899; 1927; 1933; 1938; 1946; 1950; 1971		
Kings Acre	1	1971		
Kings Parade	70	1876; 1897; 1905; 1914		
Kingshill	8	1897; 1905; 1914; 1933; 1938		
Kingsland Terrace	66	1893; 1894; 1899; 1905; 1927; 1933		
Kingsm	10	1927		Investigate
Kingsmill Gardens	30	1893; 1894; 1897; 1927; 1933		
Kingsmill Terrace	325	1876; 1886; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Kingston Road	71	1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kingsway	169	1938; 1946; 1950; 1971		
Kipling Hill	5	1950		
Kirby Street	120	1886; 1894; 1897; 1899; 1905; 1914; 1933; 1938; 1946; 1950		
Kleinstein	1	1927		Investigate
Laas Close	11	1971		Investigate
Laburnam Cottages	3	1933		
Ladyhill	3	1933		
Ladyhill Green	20	1971	Ladyhill Green	
Ladyhill Road	20	1971	Ladyhill Road	
Lamb Close	85	1950; 1971		
Lamb Cottages	1	1886		
Lambert Close	46	1971	Lambert Close	
Lambert Street	467	1897; 1899; 1905; 1914; 1933; 1938; 1946; 1950; 1971		
LAMBOURNE Crescent	22	1971	Lambourne Crescent	
Lambourne Walk	6	1971	Lambourne Walk	
Lambourne Way	51	1971	Lambourne Way	
Landsdowne Place	25	1894		
Landsdowne Road	70	1971		
Landseer Close	96	1971	Landseer Close	
Lane Francis	18	1894		
Lansdowne Cottages	2	1886		
Lansdowne Place	15	1886; 1893; 1894		
Larch Grove	48	1971	Larch Grove	
Laurel Crescent	32	1971	Laurel Crescent	
Lawn Terrace	57	1893; 1894; 1899; 1905; 1933; 1938; 1946		
Lawrence Hill	28	1897; 1905; 1914; 1933; 1938; 1946; 1950		
Lawrence Hill Avenue	41	1971	Lawrence Hill Avenue	
Lawrence Thos. 2 Vine place	28	1894		
Lawson Terrace	143	1886; 1890; 1905		
Leicester Road	488	1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Lennard Street	377	1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Lewis	1	1927		Investigate
Lewis Street	1263	1876; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Lewis Street (Upper)	7	1876		
Libeneth Road	438	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lilleshall Street	208	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lime Crescent	395	1927; 1933; 1936; 1938; 1946; 1950; 1971		Street is now Aberthaw Road. Add marker to Lime Crescent to indicate it used to be Lime Crescent.
Lime Street	981	1886; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lincoln Close	12	1950; 1971		
Linden Road	162	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Linley Close	88	1971	Linley Close	
Linton Street	81	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Liscombe Street	452	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lister Green	33	1950; 1971		
Livale Close	53	1971	Livale Close	
Livale Road	77	1971	Livale Road	
Livale Walk	9	1971		
Liverpool Street	137	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Livingstone Place	517	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Livingstone Street	10	1876		
Llanarth Chambers	1	1933		Investigate
Llanarth street	488	1876; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Llandaff Street	41	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Llanover Close	90	1971	Llanover Close	
Llanthewey Road	11	1893		
Llanthewy Road	790	1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Llanthwey Road	17	1927		
Llanthwey Road Baptist Church	22	1927		Investigate
Llanvair Road	212	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Llanvair Street	10	1897		
Llanvapley Road	1	1927		
Llanwern Road	83	1946; 1971		
Llanwern Street	340	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Llewellin Street	166	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Llewellin Terrace	23	1905		
Lliswerry	108	1890; 1897; 1905; 1914		
Lliswerry Road	1122	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lloyd Road	18	1971	Lloyd Road	
Lloyd Street	288	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Lloyd's Bank Chambers	3	1905; 1938; 1946		
Lloyds Bank	24	1971		
Llwynderi Road	76	1914; 1927; 1933; 1936; 1938; 1946; 1950		
Lock Street	16	1890		
Locke Street	364	1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lodden Close	12	1971	Lodden Close	
London Street	584	1890; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
London Wharf	1	1933		
Long Green	11	1971		
Lord Street	153	1886; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lower Cross Street	31	1890		
Lower George Street	42	1876; 1890		
Lucas Street	720	1890; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lyndhurst Avenue	201	1936; 1938; 1946; 1950		
Lyne Road	516	1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
M.o. & T..b. & A. &	10	1927		Investigate
Macarthys Court	21	1886; 1897; 1905; 1914; 1933		
Macauley Gardens	8	1950		
Maddox Close	38	1893; 1894; 1936; 1938; 1946		
Maesglas	57	1971		Investigate
Maesglas Avenue	894	1933; 1936; 1938; 1946; 1950; 1971		
Maesglas Crescent	1114	1933; 1936; 1938; 1946; 1950; 1971		
Maesglas Grove	446	1938; 1946; 1950; 1971		
Maesglas Road	842	1933; 1936; 1938; 1946; 1950; 1971		
Maesglas Street	99	1933; 1936; 1938; 1946; 1950; 1971		
Magnolia Close	14	1971	Magnolia Close	
Magor Street	723	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
